"bibliography.congress classifications","bibliography.languages","bibliography.subjects","bibliography.title","bibliography.type","metadata.downloads","metadata.id","metadata.rank","metadata.url","bibliography.author.birth","bibliography.author.death","bibliography.author.name","bibliography.publication.day","bibliography.publication.full","bibliography.publication.month","bibliography.publication.month name","bibliography.publication.year","metadata.formats.total","metadata.formats.types","metrics.difficulty.automated readability index","metrics.difficulty.coleman liau index","metrics.difficulty.dale chall readability score","metrics.difficulty.difficult words","metrics.difficulty.flesch kincaid grade","metrics.difficulty.flesch reading ease","metrics.difficulty.gunning fog","metrics.difficulty.linsear write formula","metrics.difficulty.smog index","metrics.sentiments.polarity","metrics.sentiments.subjectivity","metrics.statistics.average letter per word","metrics.statistics.average sentence length","metrics.statistics.average sentence per word","metrics.statistics.characters","metrics.statistics.polysyllables","metrics.statistics.sentences","metrics.statistics.syllables","metrics.statistics.words"
PS,en,"Gothic fiction (Literary genre),Short stories,Horror tales",The Fall of the House of Usher,Text,1739,932,180,https://www.gutenberg.org/ebooks/932,1809,1849,"Poe, Edgar Allan",1,"June, 1997",6,June,1997,7,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",17.4,12.83,8.73,1634,13.4,50.5,13.600000000000001,18.0,8.8,0.038482829393291056,0.5227199016550099,5.09,29.0,0.03,35955,358,237,10618.2,7064
PS,en,"Upper class -- Fiction,Separated people -- Fiction,Triangles (Interpersonal relations) -- Fiction,Married people -- Fiction,New York (N.Y.) -- Fiction,Domestic fiction,Love stories",The Age of Innocence,Text,1737,541,181,https://www.gutenberg.org/ebooks/541,1862,1937,"Wharton, Edith",1,"May, 1996",5,May,1996,6,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",11.3,11.2,6.35,11389,8.3,69.11,9.600000000000001,13.5,3.1,0.06933607569964957,0.47493391125564133,4.91,19.0,0.05,497605,3221,5271,140980.5,101308
PA,en,"Legends -- Rome -- Poetry;Aeneas (Legendary character) -- Poetry;Epic poetry, Latin -- Translations into English",The Aeneid,Text,1723,228,182,https://www.gutenberg.org/ebooks/228,-70,-19,Virgil,10,"March 10, 2008",3,March,2008,7,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",14.3,11.78,6.16,9012,9.1,72.5,11.600000000000001,17.0,3.1,0.06606333784291592,0.5002243074529552,4.96,24.0,0.04,528282,443,4293,135104.4,106461
PR,en,"Wishes -- Fiction,Horror tales","The Monkey's Paw: The Lady of the Barge and Others, Part 2.",Text,1692,12122,183,https://www.gutenberg.org/ebooks/12122,1863,1943,"Jacobs, W. W. (William Wymark)",22,"April 22, 2004",4,April,2004,7,"image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",7.8,9.85,6.85,643,4.8,83.66,7.2,7.5,3.1,-0.004097215120837167,0.41643838080845985,4.78,13.0,0.07,18896,77,296,5079.6,3953
"PZ,PR",en,Fantasy,Alice's Adventures in Wonderland,Text,1660,19033,184,https://www.gutenberg.org/ebooks/19033,1832,1898,"Carroll, Lewis",12,"August 12, 2006",8,August,2006,9,"application/rdf+xml,image/jpeg,text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",8.7,9.45,6.14,1052,6.0,80.62,8.4,14.5,3.1,0.030640044124964197,0.47015203304447434,4.66,16.0,0.06,45325,139,592,12559.5,9721
"PZ,PS",en,"People with disabilities -- Fiction,Gardens -- Fiction,Orphans -- Fiction,Yorkshire (England) -- Fiction",The Secret Garden,Text,1621,113,185,https://www.gutenberg.org/ebooks/113,1849,1924,"Burnett, Frances Hodgson",15,"May 15, 2008",5,May,2008,6,"text/html; charset=iso-8859-1,text/plain,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",7.0,8.34,5.33,5087,5.2,82.65,7.6000000000000005,17.0,3.1,0.08636277851696303,0.501351816094606,4.52,14.0,0.07,364915,877,5669,100968.3,80712
DF,en,"Greece -- History -- Peloponnesian War, 431-404 B.C.",The History of the Peloponnesian War,Text,1605,7142,186,https://www.gutenberg.org/ebooks/7142,-460,-395,Thucydides,1,"December, 2004",12,December,2004,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain",21.9,12.2,6.61,12844,17.7,39.34,18.0,63.0,8.8,0.10852604049405788,0.46109339534316296,4.93,40.0,0.02,1010983,8137,5089,298561.5,205021
PS,en,"Britons -- Fiction,Time travel -- Fiction,Fantasy fiction,Satire,Kings and rulers -- Fiction,Arthurian romances -- Adaptations,Americans -- Great Britain -- Fiction,Knights and knighthood -- Fiction",A Connecticut Yankee in King Arthur's Court,Text,1605,86,187,https://www.gutenberg.org/ebooks/86,1835,1910,"Twain, Mark",20,"July 20, 2006",7,July,2006,8,"image/jpeg,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",10.8,9.57,6.23,11887,7.6,76.56,10.0,18.5,3.1,0.10211814154391177,0.504403045209017,4.63,20.0,0.05,543973,2768,5645,155107.8,117534
PR,en,"Vampires -- Fiction,Young women -- Fiction",Carmilla,Text,1583,10007,189,https://www.gutenberg.org/ebooks/10007,1814,1873,"Le Fanu, Joseph Sheridan",7,"November 7, 2003",11,November,2003,8,"text/html; charset=iso-8859-1,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",11.0,10.27,6.76,3776,8.7,68.1,10.0,14.5,3.1,0.08910934668657577,0.5148756506527203,4.75,20.0,0.05,133260,781,1393,38634.3,28033
PS,en,"Diary fiction,Humorous stories,Eve (Biblical figure) -- Fiction,Bible. Genesis -- History of Biblical events -- Fiction","Eve's Diary, Complete",Text,1553,8525,190,https://www.gutenberg.org/ebooks/8525,1835,1910,"Twain, Mark",14,"June 14, 2004",6,June,2004,8,"image/jpeg,text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",8.4,7.2,6.42,792,7.2,77.57,9.600000000000001,5.5,3.1,0.18946600048642648,0.5297351086736568,4.22,19.0,0.05,28589,131,340,8496.0,6780
PS,en,"Men -- Psychology -- Fiction,Psychological fiction,Time travel -- Fiction,Science fiction,Love stories,Individuality -- Fiction",Anthem,Text,1551,1250,192,https://www.gutenberg.org/ebooks/1250,1905,1982,"Rand, Ayn",1,"March, 1998",3,March,1998,6,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",6.5,7.01,5.47,1316,4.4,90.09,8.0,4.5,3.1,0.12349921736860534,0.4873084244100969,4.29,15.0,0.07,82019,110,1244,22923.0,19127
PR,en,"England -- Fiction,British -- Italy -- Fiction,Humorous stories,Young women -- Fiction,Florence (Italy) -- Fiction",A Room with a View,Text,1546,2641,193,https://www.gutenberg.org/ebooks/2641,1879,1970,"Forster, E. M. (Edward Morgan)",1,"May, 2001",5,May,2001,7,"text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",7.5,10.08,6.06,7935,5.2,77.23,6.4,3.0,3.1,0.08442956732515124,0.535943540649572,4.87,11.0,0.08,323940,1616,5596,90181.8,66574
PQ,en,"Epic poetry, Italian -- Translations into English;Italian poetry -- To 1400 -- Translations into English","The Divine Comedy by Dante, Illustrated, Paradise, Complete",Text,1545,8799,194,https://www.gutenberg.org/ebooks/8799,1265,1321,Dante Alighieri,2,"August 2, 2004",8,August,2004,8,"image/jpeg,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",16.3,11.62,7.34,5074,11.1,67.42,13.600000000000001,26.5,3.1,0.17167433478627506,0.5026311608167952,4.88,29.0,0.03,172852,395,1202,45771.3,35436
PR,en,"Virtue -- Fiction,Epistolary fiction,Kidnapping victims -- Fiction,Didactic fiction,Women household employees -- Fiction,England -- Fiction,Master and servant -- Fiction","Pamela, or Virtue Rewarded",Text,1541,6124,196,https://www.gutenberg.org/ebooks/6124,1689,1761,"Richardson, Samuel",1,"July, 2004",7,July,2004,6,"text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/plain",10.1,8.19,5.58,11988,8.3,74.53,10.8,13.5,3.1,0.14630243595671302,0.5662605962291251,4.34,22.0,0.04,961887,3057,9955,277317.0,221390
PS,en,"College students -- Fiction;Children of the rich -- Fiction;Bildungsromans;World War, 1914-1918 -- Veterans -- Fiction;Advertising -- Fiction;Young men -- Fiction;Love stories",This Side of Paradise,Text,1536,805,197,https://www.gutenberg.org/ebooks/805,1896,1940,"Fitzgerald, F. Scott (Francis Scott)",1,"February, 1997",2,February,1997,8,"application/rdf+xml,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,text/plain",10.2,11.77,6.55,11124,6.8,73.17,8.0,2.5,3.1,0.06048886714971879,0.5086551718255465,5.06,15.0,0.06,408838,2773,5193,114721.2,80780
"PZ,PR",en,"Short stories, English;Children's stories, English;Fairy tales","The Happy Prince, and Other Tales",Text,1530,902,198,https://www.gutenberg.org/ebooks/902,1854,1900,"Wilde, Oscar",29,"March 29, 2015",3,March,2015,7,"image/jpeg,text/html,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook",8.1,8.64,6.03,1655,6.0,80.62,8.4,17.0,3.1,0.14450213619948019,0.5431964834937072,4.52,16.0,0.06,73985,236,988,20679.3,16358
PR,en,English poetry -- 18th century,An Essay on Man; Moral Essays and Satires,Text,1517,2428,200,https://www.gutenberg.org/ebooks/2428,1688,1744,"Pope, Alexander",20,"August 20, 2007",8,August,2007,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",12.4,10.97,6.99,6719,8.3,74.53,10.8,5.0,3.1,0.134123244134029,0.5156627428683408,4.82,22.0,0.04,225628,497,2106,61194.6,46813
PS,en,"Trials (Murder) -- Fiction,Missouri -- Fiction,Race relations -- Fiction,Infants switched at birth -- Fiction,Impostors and imposture -- Fiction,Passing (Identity) -- Fiction,Legal stories",The Tragedy of Pudd'nhead Wilson,Text,1511,102,201,https://www.gutenberg.org/ebooks/102,1835,1910,"Twain, Mark",1,"January, 1994",1,January,1994,7,"application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain",10.5,9.98,6.47,6345,7.2,77.57,9.600000000000001,13.5,3.1,0.0956260273269285,0.4799843336862573,4.7,19.0,0.05,249191,1248,2697,70360.2,53063
"B,PA",en,"Classical literature;Philosophy, Ancient;Socrates, 470 BC-399 BC;Love -- Early works to 1800",Symposium,Text,1511,1600,202,https://www.gutenberg.org/ebooks/1600,-428,-348,Plato,1,"January, 1999",1,January,1999,7,"text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",15.8,10.22,6.96,3783,12.6,57.95,14.0,13.5,8.8,0.21123565090641883,0.5475211028218456,4.64,30.0,0.03,151197,1065,1059,45428.4,32587
PA,en,"Antigone (Mythological character) -- Drama,Greek drama (Tragedy) -- Translations into English,Oedipus (Greek mythological figure) -- Drama,Tragedies",Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Text,1496,31,205,https://www.gutenberg.org/ebooks/31,-496,-406,Sophocles,7,"March 7, 2006",3,March,2006,7,"text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii",9.2,10.55,6.23,4381,5.6,81.63,8.0,13.5,3.1,0.056766180435339195,0.5225989365925331,4.85,15.0,0.06,181303,341,2414,48235.5,37390
PS,en,"Virginia -- History -- Civil War, 1861-1865 -- Fiction;War stories;United States -- History -- Civil War, 1861-1865 -- Fiction;Historical fiction;Chancellorsville, Battle of, Chancellorsville, Va., 1863 -- Fiction",The Red Badge of Courage: An Episode of the American Civil War,Text,1496,73,206,https://www.gutenberg.org/ebooks/73,1871,1900,"Crane, Stephen",1,"July 1, 2008",7,July,2008,7,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain",7.9,9.73,6.21,5629,4.8,83.66,7.2,14.0,3.1,0.039197601684168575,0.48418519699101503,4.81,13.0,0.08,221566,1105,3478,62172.0,46088
PQ,en,"Epic poetry, Italian -- Translations into English;Italian poetry -- To 1400 -- Translations into English;Hell -- Poetry","Divine Comedy, Longfellow's Translation, Hell",Text,1487,1001,208,https://www.gutenberg.org/ebooks/1001,1265,1321,Dante Alighieri,1,"August, 1997",8,August,1997,7,"text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",14.8,10.68,7.05,5039,10.3,69.45,12.8,8.5,3.1,0.04675495891741249,0.48611313812916784,4.77,27.0,0.04,182524,463,1387,50258.7,38266
PQ,en,"France -- History -- 17th century -- Drama;Authors, French -- 17th century -- Drama;Cyrano de Bergerac, 1619-1655 -- Drama",Cyrano de Bergerac,Text,1486,1254,209,https://www.gutenberg.org/ebooks/1254,1868,1918,"Rostand, Edmond",1,"March, 1998",3,March,1998,7,"text/html; charset=iso-8859-1,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook",8.7,12.38,6.43,5156,4.4,79.26,5.6000000000000005,26.0,3.1,0.1191783740069421,0.44194780542406775,5.42,9.0,0.11,187927,513,3742,47763.9,34675
PR,en,"Hamlet (Legendary character) -- Drama,Tragedies,Murder victims' families -- Drama,Princes -- Drama,Denmark -- Drama,Fathers -- Death -- Drama,Revenge -- Drama,Kings and rulers -- Succession -- Drama",Hamlet,Text,1481,2265,210,https://www.gutenberg.org/ebooks/2265,1564,1616,"Shakespeare, William",1,"January 1, 1603",1,January,1603,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",8.9,9.74,6.42,3821,6.0,80.62,8.4,13.5,3.1,0.16213268040907727,0.5166288924632603,4.71,16.0,0.06,142685,255,1859,38560.5,30269
B,en,"Methodology,Science -- Methodology",Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,Text,1476,59,211,https://www.gutenberg.org/ebooks/59,1596,1650,"Descartes, Rene",1,"July 1, 2008",7,July,2008,8,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/octet-stream,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",40.7,11.4,9.35,2624,31.7,8.21,33.6,55.0,13.0,0.1617800003925614,0.4990168499792906,4.74,79.0,0.01,109197,933,289,33185.7,23024
PS,en,"Slums -- Fiction,Poor women -- Fiction,Psychological fiction,Prostitutes -- Fiction,Poor families -- Fiction,Suicide victims -- Fiction,New York (N.Y.) -- Fiction",Maggie: A Girl of the Streets,Text,1470,447,212,https://www.gutenberg.org/ebooks/447,1871,1900,"Crane, Stephen",1,"February, 1996",2,February,1996,7,"text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain",8.0,10.25,6.51,3307,5.6,76.22,6.800000000000001,5.5,3.1,0.025554916472369512,0.4847445000271683,4.9,12.0,0.08,112317,579,1818,31070.7,22924
PQ,en,"Submarines (Ships) -- Fiction,Science fiction,Sea stories,Underwater exploration -- Fiction",Twenty Thousand Leagues under the Sea,Text,1459,164,214,https://www.gutenberg.org/ebooks/164,1828,1905,"Verne, Jules",24,"May 24, 2008",5,May,2008,8,"text/html; charset=iso-8859-1,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook",9.8,10.84,6.0,10269,7.2,72.16,8.4,14.5,3.1,0.09317147812664044,0.4856869624332647,4.9,16.0,0.06,504932,3030,6292,144011.7,103035
PS,en,"Short stories, American;Horror tales, American;United States -- Social life and customs -- 19th century -- Fiction",The King in Yellow,Text,1453,8492,215,https://www.gutenberg.org/ebooks/8492,1865,1933,"Chambers, Robert W. (Robert William)",1,"July, 2005",7,July,2005,8,"text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/html; charset=iso-8859-1,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain",9.4,10.15,6.3,8474,6.0,80.62,8.4,11.0,3.1,0.06425368631840757,0.46843977272886683,4.78,16.0,0.06,342362,1320,4317,95631.3,71562
B,en,"Will;Philosophy;Idea (Philosophy);Knowledge, Theory of",The World as Will and Idea (Vol. 1 of 3),Text,1452,38427,216,https://www.gutenberg.org/ebooks/38427,1788,1860,"Schopenhauer, Arthur",27,"December 27, 2011",12,December,2011,11,"application/prs.tei,text/plain; charset=us-ascii,text/html; charset=utf-8,application/x-mobipocket-ebook,text/plain; charset=utf-8,application/octet-stream,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/pdf",21.5,13.18,6.47,12675,16.5,42.38,16.8,3.5,11.2,0.044499707696633965,0.47782094638957295,5.15,37.0,0.03,1031991,12094,5367,304776.9,200540
DS,en,"Philippines -- Politics and government -- 1898-1935,Philippines -- History -- 1898-1946",The American Occupation of the Philippines 1898-1912,Text,1448,36542,217,https://www.gutenberg.org/ebooks/36542,1869,1918,"Blount, James H. (James Henderson)",28,"June 28, 2011",6,June,2011,9,"image/jpeg,text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain",16.3,12.89,6.23,15505,12.6,52.53,12.8,12.5,8.8,0.08865768322846684,0.4333744878868633,5.15,27.0,0.04,1001457,12139,7200,292791.6,194573
PR,en,"Chaucer, Geoffrey, -1400;English poetry;Christian pilgrims and pilgrimages -- Poetry","The Canterbury Tales, and Other Poems",Text,1447,2383,218,https://www.gutenberg.org/ebooks/2383,1342,1400,"Chaucer, Geoffrey",1,"January 1, 1475",1,January,1475,7,"text/html,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain",15.9,10.57,6.57,25497,11.5,66.41,14.0,7.0,3.1,0.1704708340227229,0.5266262077636364,4.7,30.0,0.03,1313149,3815,9201,361503.9,279127
PR,en,"Humorous stories;Valets -- Fiction;Jeeves (Fictitious character) -- Fiction;Wooster, Bertie (Fictitious character) -- Fiction;England -- Fiction;Single men -- Fiction",My Man Jeeves,Text,1444,8164,219,https://www.gutenberg.org/ebooks/8164,1881,1975,"Wodehouse, P. G. (Pelham Grenville)",1,"May, 2005",5,May,2005,7,"application/rdf+xml,text/plain; charset=us-ascii,text/plain,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",6.4,8.57,5.75,4871,4.4,84.68,6.800000000000001,7.5,3.1,0.09973980078566184,0.4772984361617066,4.61,12.0,0.08,233636,915,4166,64909.8,50731
PR,en,"Virtues -- Poetry,Knights and knighthood -- Poetry","Spenser's The Faerie Queene, Book I",Text,1443,15272,220,https://www.gutenberg.org/ebooks/15272,1551,1599,"Spenser, Edmund",7,"March 7, 2005",3,March,2005,8,"text/plain; charset=us-ascii,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook",13.1,11.72,6.91,10283,8.3,74.53,10.8,3.5,3.1,0.1295838614977687,0.5274408877921158,5.0,22.0,0.05,371807,1167,3376,98006.4,74391
